1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,1
8,0,1
9,0,3
10,0,3
11,0,5
12,0,7
13,0,8
14,0,11
15,0,11
16,0,12
17,0,15
18,0,16
19,0,17
20,0,17
21,0,19
22,0,21
23,0,21
24,0,22
25,0,23
26,0,25
27,0,26
28,0,26
29,0,27
30,0,28
31,0,30
32,0,33
33,0,33
34,0,34
35,0,35
36,0,36
37,0,36
38,0,37
39,0,37
40,0,39
41,0,40
42,0,42
43,0,44
44,0,45
45,0,46
46,0,47
47,0,47
48,0,48
49,0,49
50,0,50
51,0,52
52,0,55
53,0,56
54,0,56
55,0,57
56,0,58
57,0,59
58,0,61
59,0,61
60,0,63
61,0,63
62,0,63
63,0,63
64,0,64
65,0,65
66,0,66
67,0,68
68,0,69
69,0,71
70,0,72
71,0,72
72,0,74
73,0,75
74,0,76
75,0,77
76,0,78
77,0,79
78,0,81
79,0,82
80,0,82
81,0,83
82,0,84
83,0,85
84,0,85
85,0,88
86,0,88
87,0,90
88,0,91
89,0,93
90,0,94
91,0,95
92,0,97
93,0,99
94,0,100
95,0,100
96,0,102
97,0,103
98,0,105
99,0,107
100,0,108
101,0,110
102,0,111
103,0,114
104,0,114
105,0,115
106,0,116
107,0,116
108,0,119
109,0,119
110,0,120
