0.02,48
0.04,38
0.06,45
0.08,43
0.1,54
0.12000000000000001,37
0.14,41
0.16,48
0.18,43
0.19999999999999998,47
0.21999999999999997,45
0.23999999999999996,45
0.25999999999999995,58
0.27999999999999997,45
0.3,53
0.32,59
0.34,56
0.36000000000000004,56
0.38000000000000006,52
0.4000000000000001,65
0.4200000000000001,53
0.4400000000000001,59
0.46000000000000013,66
0.48000000000000015,60
0.5000000000000001,59
0.5200000000000001,61
0.5400000000000001,64
0.5600000000000002,60
0.5800000000000002,67
0.6000000000000002,68
0.6200000000000002,67
0.6400000000000002,70
0.6600000000000003,72
0.6800000000000003,80
0.7000000000000003,73
0.7200000000000003,81
0.7400000000000003,75
0.7600000000000003,82
0.7800000000000004,87
0.8000000000000004,85
0.8200000000000004,89
0.8400000000000004,89
0.8600000000000004,90
0.8800000000000004,107
0.9000000000000005,102
0.9200000000000005,111
0.9400000000000005,102
0.9600000000000005,105
0.9800000000000005,102
1.0000000000000004,125
