1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,2
8,0,4
9,0,5
10,0,9
11,0,12
12,0,13
13,0,15
14,0,19
15,0,21
16,0,23
17,0,24
18,0,26
19,0,28
20,0,31
21,0,33
22,0,36
23,0,39
24,0,42
25,0,42
26,0,48
27,0,49
28,0,52
29,0,53
30,0,57
31,0,60
32,0,62
33,0,67
34,0,70
35,0,72
36,0,73
37,0,76
38,0,78
39,0,81
40,0,84
41,0,88
42,0,90
43,0,93
44,0,94
45,0,98
46,0,100
47,0,101
48,0,103
49,0,104
50,0,105
51,0,107
52,0,109
53,0,110
54,0,113
55,0,115
56,0,115
57,0,117
58,0,117
59,0,118
60,0,118
61,0,118
62,0,118
63,0,119
64,0,120
